utterance,file
det var en original måte å vekke folk på altså # når de ikke vil stå opp så begynner du å bite # og hun biter til du til du står opp # litt drastiske metoder men ok # det får gå,BB_d15_KS_AML.anonym.txt
* ja ja | | | ja du,BB_d15_KS_AML.anonym.txt
nei men altså hvis du er sur på meg så si noe # for akkurat nå så # preller det av som vann som på gåsa,BB_d15_KS_AML.anonym.txt
jeg holdt på å få latterkrampe i_går når Anette kom inn # for jeg sitter der ikke sant og så kommer hun og er så streng,BB_d15_KS_AML.anonym.txt
ja når hun kommer ut med dyna og # holdt den talen ja,BB_d15_KS_AML.anonym.txt
* ja og var så lei det,BB_d15_KS_AML.anonym.txt
men det var jo ikke på grunn av henne det var ikke noe sånn derre på henne men jeg jeg vet ikke jeg syns sånne når det skjer sånne # intriger-ting på en måte så sitter jeg der og så holdt på jeg å få latterkrampe hvis jeg satt der og smilte,BB_d15_KS_AML.anonym.txt
"tenkte jeg "" jeg håper jeg ikke blir filma nå at jeg sitter her med det gliset "" # så jeg måtte sitter slik da foran",BB_d15_KS_AML.anonym.txt
"kvelden før så dreiv jo jeg og spurte Anette bare : "" det er ingenting "" for hvis du spør : "" ingenting "" ## og når du snakker med andre folk så",BB_d15_KS_AML.anonym.txt
* mm,BB_d15_KS_AML.anonym.txt
det var tøft av Anette å # hm ?,BB_d15_KS_AML.anonym.txt
*,BB_d15_KS_AML.anonym.txt
og brukte kanskje halve rommet for å komme meg av_gårde,BB_d15_KS_AML.anonym.txt
* å,BB_d15_KS_AML.anonym.txt
hva er det med deg da ?,BB_d15_KS_AML.anonym.txt
ikke noe,BB_d15_KS_AML.anonym.txt
hvorfor er du så glad da ?,BB_d15_KS_AML.anonym.txt
ja kan jeg ikke være glad da så skal jeg være sur da forbanna det har ...,BB_d15_KS_AML.anonym.txt
* hvofor skal du alltid være glad da ?,BB_d15_KS_AML.anonym.txt
nå er det fjorten dager til neste gang,BB_d15_KS_AML.anonym.txt
nei en uke,BB_d15_KS_AML.anonym.txt
fjorten dager,BB_d15_KS_AML.anonym.txt
hvorfor fjorten dager da ?,BB_d15_KS_AML.anonym.txt
en uke er for # en uka oj # en uke er for tidlig,BB_d15_KS_AML.anonym.txt
nei da vet du hva dere kommer kanskje ikke til å få se meg sånn som jeg var i_går så lenge jeg er her # det er veldig sjelden,BB_d15_KS_AML.anonym.txt
gå og legg deg litt da # du # happ- # shining happy people,BB_d15_KS_AML.anonym.txt
men når når det går når det er # ting,BB_d15_KS_AML.anonym.txt
* men hva er det som gjør utbruddet egentlig ?,BB_d15_KS_AML.anonym.txt
utslaget,BB_d15_KS_AML.anonym.txt
utslaget,BB_d15_KS_AML.anonym.txt
"intuisjonen min jeg hadde hørt # at men jeg tenkte "" Anette du bare hev deg over ikke gidd og s- "" ...",BB_d15_KS_AML.anonym.txt
hadde du hørt rykter om hvisking og ting eller at du hadde hørt at hvisking og tisking ?,BB_d15_KS_AML.anonym.txt
* si fra om og så ko- ...,BB_d15_KS_AML.anonym.txt
jeg har hørt det # og så kommer Rodney og så forteller han at det stemmer pluss # at du sa den kvelden at det var noen som hadde sagt de lurte på om vi hadde klina eller kyssa eller et eller annet,BB_d15_KS_AML.anonym.txt
* ja,BB_d15_KS_AML.anonym.txt
tenkte det var det jeg sa # det var den ...,BB_d15_KS_AML.anonym.txt
det var Lars si skyld dette òg # som så mye annet,BB_d15_KS_AML.anonym.txt
barn har så god fantasi ## jeg savner den tiden altså,BB_d15_KS_AML.anonym.txt
som du sjøl var barn eller ?,BB_d15_KS_AML.anonym.txt
ja når du lissom lå om kvelden og fantaserte om eventyr og,BB_d15_KS_AML.anonym.txt
* nei det gjør du faen ikke,BB_d15_KS_AML.anonym.txt
du gjør ikke det altså bare sier jeg til deg,BB_d15_KS_AML.anonym.txt
ja ja,BB_d15_KS_AML.anonym.txt
nå var den barrieren brutt,BB_d15_KS_AML.anonym.txt
men # uansett hva sa du Roy ?,BB_d15_KS_AML.anonym.txt
nå nå var den barrieren brutt sa jeg,BB_d15_KS_AML.anonym.txt
hva er det du sier for noe ?,BB_d15_KS_AML.anonym.txt
hva slags barriere ?,BB_d15_KS_AML.anonym.txt
den deres lil- lille hemmelighet og de # fire hundre tusen som ser på tv,BB_d15_KS_AML.anonym.txt
nei,BB_d15_KS_AML.anonym.txt
nei nei nei # det det nei,BB_d15_KS_AML.anonym.txt
*,BB_d15_KS_AML.anonym.txt
så # dere har altså to mikrofoner som henger rett over øra på dere,BB_d15_KS_AML.anonym.txt
hva sa du nå at vi har ?,BB_d15_KS_AML.anonym.txt
* dere har altså,BB_d15_KS_AML.anonym.txt
det er altså to mikrofoner som # æ som folk og dere har,BB_d15_KS_AML.anonym.txt
* nei,BB_d15_KS_AML.anonym.txt
Anette : ja og så ?,BB_d15_KS_AML.anonym.txt
mikrofoner nei altså herregud,BB_d15_KS_AML.anonym.txt
*,BB_d15_KS_AML.anonym.txt
må jo kunne kose litt,BB_d15_KS_AML.anonym.txt
* ja,BB_d15_KS_AML.anonym.txt
jeg syns det er kjempeflott jeg for min del,BB_d15_KS_AML.anonym.txt
du æ- ærlig talt Roy det det er det samme som om jeg hadde kommet bort til deg # da hadde vi vært homser nå ?,BB_d15_KS_AML.anonym.txt
*,BB_d15_KS_AML.anonym.txt
hæ ?,BB_d15_KS_AML.anonym.txt
ja det hadde vi,BB_d15_KS_AML.anonym.txt
hadde hadde fort blitt det,BB_d15_KS_AML.anonym.txt
faen å lenge jeg har venta å ta opp den Stratosen nå,BB_d15_KS_AML.anonym.txt
kan jeg få en bit av deg eller ?,BB_d15_KS_AML.anonym.txt
* jeg måtte,BB_d15_KS_AML.anonym.txt
jeg måtte ha noe kinogodt,BB_d15_KS_AML.anonym.txt
kan ikke jeg få en bit av deg da ?,BB_d15_KS_AML.anonym.txt
*,BB_d15_KS_AML.anonym.txt
skal vi klappe eller skal vi bare le ?,BB_d15_KS_AML.anonym.txt
nei jeg,BB_d15_KS_AML.anonym.txt
nei slutt da herregud # skjerp dere,BB_d15_KS_AML.anonym.txt
bare nei nehei nei # du,BB_d15_KS_AML.anonym.txt
ja ja fy søren nå er vi slemme altså,BB_d15_KS_AML.anonym.txt
ja,BB_d15_KS_AML.anonym.txt
fy_faen jeg er så sulten jeg lurer på om jeg skulle gå og spise jeg nå for nå er liksom showet over,BB_d15_KS_AML.anonym.txt
ferdig ?,BB_d15_KS_AML.anonym.txt
men det er ikke noe show # har dere ligget våkne hele tida eller hva er dette her for jævla ? # du,BB_d15_KS_AML.anonym.txt
* ja | selvf- ... vi våkna jo,BB_d15_KS_AML.anonym.txt
vi våkna jo,BB_d15_KS_AML.anonym.txt
* å for noen ...,BB_d15_KS_AML.anonym.txt
ja patetiske patetiske # for noen patetiske sjeler har dere ligget under dyna nå og ligget liksom sånn og smånappa i sånn derre,BB_d15_KS_AML.anonym.txt
* å å hey,BB_d15_KS_AML.anonym.txt
nei skal begynne å skyve skylda over nå # skal vi skyve skylda over nå så blir det fy_faen,BB_d15_KS_AML.anonym.txt
* joda | det skal jeg òg | ja men du hva er det vi skulle gjort da skulle vi ha liksom,BB_d15_KS_AML.anonym.txt
""" e Rodney kunne du være så snill og dempa deg litt for "" ...",BB_d15_KS_AML.anonym.txt
* ja men,BB_d15_KS_AML.anonym.txt
han har ikke gjort noe annet enn det dere har gjort,BB_d15_KS_AML.anonym.txt
nei # jeg har ikke det ...,BB_d15_KS_AML.anonym.txt
* han e han e ...,BB_d15_KS_AML.anonym.txt
han gjorde det sjøl altså # han gjorde det sjøl ?,BB_d15_KS_AML.anonym.txt
* greit hadde han onanert så er vel det ...,BB_d15_KS_AML.anonym.txt
ja,BB_d15_KS_AML.anonym.txt
s- sa vel ikke det ...,BB_d15_KS_AML.anonym.txt
* og du også samtidig,BB_d15_KS_AML.anonym.txt
hva sa du ?,BB_d15_KS_AML.anonym.txt
han har onanert nå samtidig som du gjorde det ?,BB_d15_KS_AML.anonym.txt
nei,BB_d15_KS_AML.anonym.txt
nei Roy,BB_d15_KS_AML.anonym.txt
vet du hva jeg har ikke onanert i det hele tatt jeg,BB_d15_KS_AML.anonym.txt
Roy : samtidig som ... | Rodney : # nei,BB_d15_KS_AML.anonym.txt
ikke jeg heller,BB_d15_KS_AML.anonym.txt
var det var det han som gjorde det på deg da ?,BB_d15_KS_AML.anonym.txt
nei,BB_d15_KS_AML.anonym.txt
nei herregud faen det er ikke rart dere,BB_d15_KS_AML.anonym.txt
| det er dere som snakker teknikk nå # det er dere som snakker teknikk,BB_d15_KS_AML.anonym.txt
herregud,BB_d15_KS_AML.anonym.txt
nei,BB_d15_KS_AML.anonym.txt
jeg har jeg har ikke nevnt oral eller,BB_d15_KS_AML.anonym.txt
nei men du nevnte at han sa at ...,BB_d15_KS_AML.anonym.txt
jeg si- jeg syntes jo det var et eller annet urytme i det greiene her fordi # ja,BB_d15_KS_AML.anonym.txt
* at # at de- at de lå og nappa sier han,BB_d15_KS_AML.anonym.txt
jeg hører den derre pu- den derre dyna til Roy # sånn # hørte jeg hørte jeg dyna så tenkte jeg # så tenkte jeg,BB_d15_KS_AML.anonym.txt
* ja riktig * trodde mer enn gjort er helt fjerne,BB_d15_KS_AML.anonym.txt
ja,BB_d15_KS_AML.anonym.txt
bønder,BB_d15_KS_AML.anonym.txt
åh # Roy ?,BB_d15_KS_AML.anonym.txt
hæ ?,BB_d15_KS_AML.anonym.txt
sleit du ?,BB_d15_KS_AML.anonym.txt
nei jeg bare holdt på å flire meg ihjel jeg altså,BB_d15_KS_AML.anonym.txt
* jeg og,BB_d15_KS_AML.anonym.txt
"jeg og jeg lå her så lenge og så starta da Morten da og begynne og snorke litt og jeg bare "" hold kjeft """,BB_d15_KS_AML.anonym.txt
| nei ?,BB_d15_KS_AML.anonym.txt
"og så sa Morten bare "" hø ? "" ## så Morten "" hø ? """,BB_d15_KS_AML.anonym.txt
* du,BB_d15_KS_AML.anonym.txt
øyedråper på meg,BB_d15_KS_AML.anonym.txt
hva skjer nå ?,BB_d15_KS_AML.anonym.txt
a,BB_d15_KS_AML.anonym.txt
han ser ut som en sånn Bompi,BB_d15_KS_AML.anonym.txt
somebody stop me # a å # au,BB_d15_KS_AML.anonym.txt
ja ja da fikk de noe å prate om da,BB_d15_KS_AML.anonym.txt
jada,BB_d15_KS_AML.anonym.txt
"Morten ha- Morten hadde en kommentar # "" hø hø ? """,BB_d15_KS_AML.anonym.txt
"jo men ja for det han begynte å snakke og svare jeg holdt på å så sto jeg sånn opp i trynet "" "" og han bare "" hø ? """,BB_d15_KS_AML.anonym.txt
God damn,BB_d15_KS_AML.anonym.txt
men jeg håper dere har noe å tørke med i_hvert_fall,BB_d15_KS_AML.anonym.txt
hæ ?,BB_d15_KS_AML.anonym.txt
ja,BB_d15_KS_AML.anonym.txt
trenger ikke noe å tørke med i det hele tatt,BB_d15_KS_AML.anonym.txt
nei,BB_d15_KS_AML.anonym.txt
vi trenger ikke at noen å tørke med i det hele tatt vi,BB_d15_KS_AML.anonym.txt
* nei,BB_d15_KS_AML.anonym.txt
nei,BB_d15_KS_AML.anonym.txt
det er bare dumt,BB_d15_KS_AML.anonym.txt
svelga du det ?,BB_d15_KS_AML.anonym.txt
nei # nei nei,BB_d15_KS_AML.anonym.txt
hva sa du Morten ?,BB_d15_KS_AML.anonym.txt
* Morten da,BB_d15_KS_AML.anonym.txt
grisegutten,BB_d15_KS_AML.anonym.txt
* hva sa du ? | ja,BB_d15_KS_AML.anonym.txt
nei for pokker,BB_d15_KS_AML.anonym.txt
han spurte om du svelga,BB_d15_KS_AML.anonym.txt
nei,BB_d15_KS_AML.anonym.txt
nei slutt da fy_faen er det mulig ?,BB_d15_KS_AML.anonym.txt
*,BB_d15_KS_AML.anonym.txt
hva er det for noe hv- # hv- hva hva er det du later som nå # hæ har det ikke skjedd noenting ?,BB_d15_KS_AML.anonym.txt
* # for det først- ...,BB_d15_KS_AML.anonym.txt
jo det har det,BB_d15_KS_AML.anonym.txt
ok,BB_d15_KS_AML.anonym.txt
men det er ingen som har n # ja # det er ingen som har s- det er ingen som har hatt samleie det er ingen som har sugd noen det er ingen som har ...,BB_d15_KS_AML.anonym.txt
* som har # som har ? ## nå ble det de-,BB_d15_KS_AML.anonym.txt
definisjonsspørsmål da,BB_d15_KS_AML.anonym.txt
fru Clinton nå må du slappe av litt her,BB_d15_KS_AML.anonym.txt
* nei,BB_d15_KS_AML.anonym.txt
det er det ingen som har gjort,BB_d15_KS_AML.anonym.txt
det er sant det,BB_d15_KS_AML.anonym.txt
ja ok,BB_d15_KS_AML.anonym.txt
* det er bare å,BB_d15_KS_AML.anonym.txt
det er kamera her for faen det er vel sitter vel ikke og sier det hvis ikke det stemmer,BB_d15_KS_AML.anonym.txt
* nei for fankern,BB_d15_KS_AML.anonym.txt
vi driver ikke med sånne ting nei så- sånne ting gjør vi i_hvert_fall ikke,BB_d15_KS_AML.anonym.txt
* nei # nei,BB_d15_KS_AML.anonym.txt
ja for ok la la la la oss oppføre oss so- som voksne mennesker nå så går vi og legger oss til å sove igjen #,BB_d15_KS_AML.anonym.txt
ja vi sover vi sover litt igjen,BB_d15_KS_AML.anonym.txt
| * ko- kom igjen,BB_d15_KS_AML.anonym.txt
så så så,BB_d15_KS_AML.anonym.txt
lukke att døra her jeg,BB_d15_KS_AML.anonym.txt
jeg sk- jeg skal sove litt til,BB_d15_KS_AML.anonym.txt
*,BB_d15_KS_AML.anonym.txt
jeg vet du hva jeg er så trøtt jeg tror jeg sovner veldig fort nå,BB_d15_KS_AML.anonym.txt
*,BB_d15_KS_AML.anonym.txt
# deilig,BB_d15_KS_AML.anonym.txt
* mm deilig,BB_d15_KS_AML.anonym.txt
oh play some fucking music white boy,BB_d15_KS_AML.anonym.txt
mm,BB_d15_KS_AML.anonym.txt
men hvordan var det vi skulle gjøre det ?,BB_d15_KS_AML.anonym.txt
tenkte jeg skulle ta meg runden jeg nå og så # dos- dosere ut det greiene her,BB_d15_KS_AML.anonym.txt
jeg skjønner ikke åssen dere orker det og så ligge å høre på hva dem ligger hva gjorde dem da # hviske tiske og ?,BB_d15_KS_AML.anonym.txt
ja men bare tenk hva er det hva er det vi hva er det vi skulle gjøre da jeg og Roy ?,BB_d15_KS_AML.anonym.txt
nei hvis dere var våkne så var dere jo våkne,BB_d15_KS_AML.anonym.txt
ja men hva skulle vi gjort ?,BB_d15_KS_AML.anonym.txt
* men hva er det,BB_d15_KS_AML.anonym.txt
de sa for noe liksom sånn ?,BB_d15_KS_AML.anonym.txt
de sa ingen ting de bare klina og du hørte stønning,BB_d15_KS_AML.anonym.txt
du hørte at dem klina òg ?,BB_d15_KS_AML.anonym.txt
"ja ja du hørte "" "" først så trudde jeg at det var noen som smatta eller spiste et eller anna # og så bare "" "" og så bare skjønte jeg "" hæ "" og så ser jeg liksom dyna bare # beveger seg i_hytt_og_pine",BB_d15_KS_AML.anonym.txt
* nei ?,BB_d15_KS_AML.anonym.txt
og så begynner jeg og så ser Roy bare # som går ned igjen og jeg ligger der vet du,BB_d15_KS_AML.anonym.txt
"og så plutselig du begynner å snorke og du begynner og bevege deg liksom skal prøve å stå opp og sånn og jeg liksom sånn "" hysj """,BB_d15_KS_AML.anonym.txt
"men så bare # hører dem "" "" og så hørte jeg "" dunk dunk dunk "" så kommer Anita inn døra og så blir det helt stille # rett inn # henter vinflaska og sjonglerer ut som en sånn derre førti-full-åring ikke sant jeg holdt på å begynne å le # da var det helt stille",BB_d15_KS_AML.anonym.txt
"og så med en gang hun lukka døra igjen så bare "" """,BB_d15_KS_AML.anonym.txt
og så begynte dem å kjøre litt sånn ## kose # kose eller ikke sex da kose med venner # kosing med venner eller ikke venner e bekjent kanskje ikke en kjent men en ...,BB_d15_KS_AML.anonym.txt
* ja ## jeg hadde ikke trodd at ...,BB_d15_KS_AML.anonym.txt
men du hadde ikke trodd ?,BB_d15_KS_AML.anonym.txt
at Anette egentlig var så veldig # gira,BB_d15_KS_AML.anonym.txt
nei ikke jeg heller # hun overrasker meg ### hun overrasker stadig,BB_d15_KS_AML.anonym.txt
"nå er det liksom # vi var jo veldig sånn i tvil flere av oss sånn hva har egentlig skjedd og # når hun kom ut i stua i_natt og sånn # "" æ "" men nå er det liksom # nå er det s- nå er det s- nå er det # s- # opplest og vedtatt # nå er det de som er sammen",BB_d15_KS_AML.anonym.txt
enda har noe som holder det her,BB_d16_KS.anonym.txt
ja,BB_d16_KS.anonym.txt
og da ligger j- du # ikke sant du vil jo ant- automatisk gå ned litt,BB_d16_KS.anonym.txt
litt høyere skulle n vært # men det er jo bare å legge noe under egentlig,BB_d16_KS.anonym.txt
høyere,BB_d16_KS.anonym.txt
det holder det der,BB_d16_KS.anonym.txt
ok ## I ' m going in,BB_d16_KS.anonym.txt
going down,BB_d16_KS.anonym.txt
*,BB_d16_KS.anonym.txt
men # skal jeg bare ligge sånn først da ?,BB_d16_KS.anonym.txt
prates,BB_d16_KS.anonym.txt
du er så jævla # det er bra,BB_d16_KS.anonym.txt
jeg fikk sånn satt n på play da,BB_d16_KS.anonym.txt
oj faen den tar kopi,BB_d16_KS.anonym.txt
ja,BB_d16_KS.anonym.txt
var det alt ?,BB_d16_KS.anonym.txt
lys | *,BB_d16_KS.anonym.txt
sensurert # vi må nok justere lyset litt # trur jeg,BB_d16_KS.anonym.txt
ja vi har ikke satt opp der engang vi,BB_d16_KS.anonym.txt
""" foto "" skulle n stå på men det har du kanskje gjort ?",BB_d16_KS.anonym.txt
* men det har jeg gjort # sånn,BB_d16_KS.anonym.txt
"nå står n på "" foto """,BB_d16_KS.anonym.txt
ja,BB_d16_KS.anonym.txt
*,BB_d16_KS.anonym.txt
hvorfor satsa vi hundre prosent på det her ? ja det må vær- det var ikke,BB_d16_KS.anonym.txt
det har noe med lyset å gjøra,BB_d16_KS.anonym.txt
altså det lyset som ta og s-_og_så legger vi det s- # legg det teppet etterpå oppå ## for at det er for lyst inni der det blir ikke mørkt det lyset her er jo så jævlig sterkt,BB_d16_KS.anonym.txt
kanskje det hadde lønt seg å ta ta kopi på et sted det ikke er lyst på soverommet,BB_d16_KS.anonym.txt
* innpå soverommet,BB_d16_KS.anonym.txt
ble ikke noe verre det ?,BB_d16_KS.anonym.txt
nei han blir nesten vel så bra # bedre # for håret kan vi jo liksom tegne litt på og sånn,BB_d16_KS.anonym.txt
mm,BB_d16_KS.anonym.txt
det kunne jo jeg ha gjort,BB_d16_KS.anonym.txt
# men e prøv med noe annet enn ansiktet da for ansiktet er jo verst for der # får du ikke uansett,BB_d16_KS.anonym.txt
ok,BB_d16_KS.anonym.txt
prøv med e- armen overkroppen hva som helst,BB_d16_KS.anonym.txt
hei,BB_d16_KS.anonym.txt
ja,BB_d16_KS.anonym.txt
ta beina mine # så du ikke passer på at jeg ikke får den nedi,BB_d16_KS.anonym.txt
hva skal du ha på nå da,BB_d16_KS.anonym.txt
nå skal jeg ha,BB_d16_KS.anonym.txt
jævlig bra,BB_d16_KS.anonym.txt
ja og så holde meg litt,BB_d16_KS.anonym.txt
clean,BB_d16_KS.anonym.txt
clean,BB_d16_KS.anonym.txt
skal jeg cleane n litt ?,BB_d16_KS.anonym.txt
*,BB_d16_KS.anonym.txt
ser ut som bruker bleie jo,BB_d16_KS.anonym.txt
men heller ha lengre boxershorts og legg n nedover for da syns det mye bedre #,BB_d16_KS.anonym.txt
loverboy,BB_d16_KS.anonym.txt
* det ser,BB_d16_KS.anonym.txt
ser velpakka ut,BB_d16_KS.anonym.txt
og enda litt større baller,BB_d16_KS.anonym.txt
da ?,BB_d16_KS.anonym.txt
maleriet til Morten ?,BB_d16_KS.anonym.txt
ja,BB_d16_KS.anonym.txt
altså når du legger n oppå her uansett så blir n skvisa da så # noe får du ikke med noe særlig mer enn # konturene på den,BB_d16_KS.anonym.txt
* nei men,BB_d16_KS.anonym.txt
nei men l- la oss nå se åssen det blir nå,BB_d16_KS.anonym.txt
ja,BB_d16_KS.anonym.txt
eller jeg vil bare ta på meg litt klær igjen for jeg føler meg litt ukomfortabel,BB_d16_KS.anonym.txt
"* du må ho- noen må holde meg # og så må stille n på "" auto """,BB_d16_KS.anonym.txt
og alt det greiene der Lars du må holde,BB_d16_KS.anonym.txt
ja,BB_d16_KS.anonym.txt
"stille på "" auto "" der og",BB_d16_KS.anonym.txt
"men # ja # vent litt ikke sett på "" play "" nå # sånn skal bare sjekk-",BB_d16_KS.anonym.txt
e ## ok # da må du holde deg oppe så det ikke blir tyngde ## og så kopieringsmaskin ...,BB_d16_KS.anonym.txt
*,BB_d16_KS.anonym.txt
nei jeg måtte ødelegge nærmere senga,BB_d16_KS.anonym.txt
ok,BB_d16_KS.anonym.txt
skyv kopieringsmaskinen bort,BB_d16_KS.anonym.txt
sånn ja,BB_d16_KS.anonym.txt
a # sånn ?,BB_d16_KS.anonym.txt
*,BB_d16_KS.anonym.txt
ja # pass på at det ikke er for tungt liksom,BB_d16_KS.anonym.txt
da kjører vi,BB_d16_KS.anonym.txt
har stappa trusa full av sokker da,BB_d16_KS.anonym.txt
nehei ?,BB_d16_KS.anonym.txt
og så # en lenger fram,BB_d16_KS.anonym.txt
lenger fram ## der # ## du må ha mere sammen med beina,BB_d16_KS.anonym.txt
* fy_faen,BB_d16_KS.anonym.txt
du ser ut som du har dritet på deg ser ikke ut som du har noe stor pikk,BB_d16_KS.anonym.txt
*,BB_d16_KS.anonym.txt
enda en ?,BB_d16_KS.anonym.txt
ja hvis det går,BB_d16_KS.anonym.txt
ja # den det ## og så får du ta føttene etterpå,BB_d16_KS.anonym.txt
ja,BB_d16_KS.anonym.txt
vi tar b- hele baksiden av seinere,BB_d16_KS.anonym.txt
ja,BB_d16_KS.anonym.txt
nei det blei ikke noe det siste der,BB_d16_KS.anonym.txt
ja #,BB_d16_KS.anonym.txt
*,BB_d16_KS.anonym.txt
hvor ble n av ?,BB_d16_KS.anonym.txt
ser ut som du bruker bleie,BB_d16_KS.anonym.txt
ja,BB_d16_KS.anonym.txt
gjør det noe om jeg vasker etter_at du har lagt snurrebassen nedpå her eller ?,BB_d16_KS.anonym.txt
*,BB_d16_KS.anonym.txt
ok så har vi skal vi ta tak i hvert vårt bein da ?,BB_d16_KS.anonym.txt
*,BB_d16_KS.anonym.txt
* ok da,BB_d16_KS.anonym.txt
tar du der # og så ta jeg her,BB_d16_KS.anonym.txt
hva skal jeg e- ok # sånn ?,BB_d16_KS.anonym.txt
og så to ganger her # to ganger,BB_d16_KS.anonym.txt
shit,BB_d16_KS.anonym.txt
og så en litt lenger fram,BB_d16_KS.anonym.txt
ja,BB_d16_KS.anonym.txt
sånn ## prøv og saml beina litt,BB_d16_KS.anonym.txt
nei for det skal være mellomrom,BB_d16_KS.anonym.txt
å ja det er sant,BB_d16_KS.anonym.txt
ja,BB_d16_KS.anonym.txt
og så enda lenger fram,BB_d16_KS.anonym.txt
ja,BB_d16_KS.anonym.txt
og så må vi trykke da,BB_d16_KS.anonym.txt
først må vi,BB_d16_KS.anonym.txt
sånn,BB_d16_KS.anonym.txt
#,BB_d16_KS.anonym.txt
der,BB_d16_KS.anonym.txt
# må dy skynde deg da # kom igjen da opp med beina,BB_d16_KS.anonym.txt
vent da # sånn #,BB_d16_KS.anonym.txt
klarer ikke,BB_d16_KS.anonym.txt
åssen skal vi gjøre det her da ?,BB_d16_KS.anonym.txt
* jeg må gå av,BB_d16_KS.anonym.txt
jeg klarer ikke,BB_d16_KS.anonym.txt
oj #,BB_d16_KS.anonym.txt
for et enkelt hvitvask,BB_d16_KS.anonym.txt
hm ?,BB_d16_KS.anonym.txt
hvis du # legger tøyet oppi først # og det kommer såpe på tøyet blir # såpe blir liggende så kan det bli flekker # da lønner det seg og så,BB_d16_KS.anonym.txt
* m,BB_d16_KS.anonym.txt
nå er det så varmt så nå klarer jeg neste ikke og så piske det ut,BB_d16_KS.anonym.txt
så legger du bare dette herre nedi,BB_d16_KS.anonym.txt
ja men jeg har masse forskjellig # gjør det noe,BB_d16_KS.anonym.txt
* ok,BB_d16_KS.anonym.txt
mørke farger # skal det vaskes ...,BB_d16_KS.anonym.txt
* ja men jeg har så mye,BB_d16_KS.anonym.txt
sokker og sånn,BB_d16_KS.anonym.txt
ok men det kan du vaske sammen med mørkt tøy # bare skill mellom # at du skiller mellom fargene mørkt # som mørkleblått og svart # og hvitt,BB_d16_KS.anonym.txt
ja hvitt,BB_d16_KS.anonym.txt
og rødt,BB_d16_KS.anonym.txt
rødt kan ikke det sammen med svart ?,BB_d16_KS.anonym.txt
* rødt,BB_d16_KS.anonym.txt
jo det kan det men du må i_hvert_fall ikke ha rødt og hvitt sammen,BB_d16_KS.anonym.txt
nei nei nei er du gæren da får jeg rosa,BB_d16_KS.anonym.txt
* nei # men grønn sånn som,BB_d16_KS.anonym.txt
det kan du ha,BB_d16_KS.anonym.txt
jeg venter med den den er ikke det viktigste men sånn her liksom,BB_d16_KS.anonym.txt
ja # det kan du ha,BB_d16_KS.anonym.txt
oj ## rødt # er rødt dumt når det er hvite kanter ?,BB_d16_KS.anonym.txt
ja # ikke ja # ikke ta det røde,BB_d16_KS.anonym.txt
* er det det ?,BB_d16_KS.anonym.txt
jeg vil gjerne ha vaska den buksa her,BB_d16_KS.anonym.txt
*,BB_d16_KS.anonym.txt
ja # da kan du ta den oppi,BB_d16_KS.anonym.txt
den var litt for skitten,BB_d16_KS.anonym.txt
mm # vet du hva du gjør nå for nå ser du hvor flekken er ikke sant for det er veldig vanskelig å se den når du når den ligger sånn #,BB_d16_KS.anonym.txt
* burde jeg vrenge n ?,BB_d16_KS.anonym.txt
burde jeg ikke vrenge buksa ? nei # det ikke det er ikke så # slites ikke så det ligger stille vet du i maskinen så går det rundt ##,BB_d16_KS.anonym.txt
så kan det ligge sånn en times tid,BB_d16_KS.anonym.txt
* nei og så,BB_d16_KS.anonym.txt
ja # og så hva gjør jeg jo etter det ?,BB_d16_KS.anonym.txt
da vasker du alt tøyet # gnir det mot hverandre # med hendene,BB_d16_KS.anonym.txt
hvert enkelt plagg liksom ?,BB_d16_KS.anonym.txt
ja hvert enkelt plagg sokkene der de slites ikke sant # her bakparten mot hverandre,BB_d16_KS.anonym.txt
ja du kan vise meg litt etterpå,BB_d16_KS.anonym.txt
ja,BB_d16_KS.anonym.txt
det er jo ikke så varmt vann nå da,BB_d16_KS.anonym.txt
var det ikke noen som hadde lyst å ta opp en spesiell sak ?,BB_d16_KS.anonym.txt
jeg ?,BB_d16_KS.anonym.txt
ja og så ...,BB_d16_KS.anonym.txt
* med disse jævla,BB_d16_KS.anonym.txt
sengene ja det hadde jeg lyst å ta opp at e vi hva skal vi gjøre med det ? ### kan ikke du og Rodney sove i en dobbeltseng ?,BB_d16_KS.anonym.txt
nei,BB_d16_KS.anonym.txt
hvorfor ikke det ?,BB_d16_KS.anonym.txt
nei,BB_d16_KS.anonym.txt
ja men jeg skjønner ikke det for dere var så bastante at dere hadde bestemt dere for at skulle ikke sove i noen seng # samme seng og så går det to dager så sover dere i samme seng allikevel,BB_d16_KS.anonym.txt
* ja men jeg sa at ...,BB_d16_KS.anonym.txt
ja men det er ikke alltid jeg har lyst til det,BB_d16_KS.anonym.txt
nei,BB_d16_KS.anonym.txt
# ja men det som er litt sånn rart det som er så dumt for det at # det blir jo sånn at de som er på rommet de er på rommet og # er liksom en del av det rommet og # kan ligge og prate på senga om kvelden og sånne ting,BB_d16_KS.anonym.txt
* men hvo- åss- ...,BB_d16_KS.anonym.txt
å ja sånn ja,BB_d16_KS.anonym.txt
* og så blir det liksom sånn,BB_d16_KS.anonym.txt
at man # og så blir sånn # hvisketiske-greie liksom # det er litt sånn dumt syns jeg,BB_d16_KS.anonym.txt
